unique_id1,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,result
Q5U5R9,0.144,0.11,0.746,0.218,0.482,0.393,0.062,0.103,0.11,0.144,0.746,0.506,0.253,0.321,0.125,0.036,0.423,0.294,0.284,0.42,0.336,0.264,0.197,0.476,0.524,-0.05,-0.305,-0.236,-0.355,0.151,0
Q9H074,0.113,0.157,0.731,0.23,0.459,0.395,0.086,0.084,0.157,0.113,0.731,0.451,0.24,0.405,0.115,0.038,0.447,0.223,0.33,0.37,0.382,0.273,0.223,0.509,0.491,0.368,-0.357,-0.118,-0.56,0.182,1
Q16589,0.137,0.145,0.718,0.235,0.442,0.378,0.041,0.073,0.145,0.137,0.718,0.512,0.218,0.337,0.137,0.067,0.477,0.279,0.244,0.445,0.32,0.238,0.233,0.453,0.547,0.057,-0.439,-0.166,-0.517,0.064,0
Q15048,0.122,0.099,0.779,0.221,0.542,0.477,0.061,0.061,0.099,0.122,0.779,0.566,0.199,0.327,0.118,0.051,0.542,0.211,0.247,0.491,0.249,0.245,0.254,0.481,0.519,-0.179,-0.572,-0.282,-0.365,0.291,0
Q14159,0.133,0.123,0.743,0.264,0.461,0.414,0.063,0.05,0.123,0.133,0.743,0.496,0.214,0.402,0.165,0.048,0.442,0.26,0.298,0.422,0.304,0.273,0.268,0.53,0.47,0.283,-0.615,-0.249,-0.497,0.199,1
Q6NW34,0.18,0.086,0.734,0.228,0.457,0.379,0.039,0.065,0.086,0.18,0.734,0.496,0.268,0.317,0.127,0.051,0.504,0.263,0.233,0.42,0.335,0.229,0.194,0.432,0.568,0.063,-0.378,-0.489,-0.305,0.117,0
Q5BIV9,0.119,0.046,0.834,0.126,0.695,0.656,0.06,0.053,0.046,0.119,0.834,0.51,0.192,0.364,0.079,0.026,0.477,0.146,0.377,0.649,0.132,0.166,0.53,0.689,0.311,0.48,-1.33,-0.114,-0.206,0.267,0
Q569H4,0.158,0.102,0.74,0.207,0.48,0.457,0.158,0.02,0.102,0.158,0.74,0.52,0.368,0.332,0.145,0.036,0.385,0.227,0.388,0.332,0.428,0.355,0.201,0.595,0.405,0.293,-0.489,-0.108,-0.32,0.345,0
O15111,0.148,0.125,0.728,0.23,0.462,0.388,0.043,0.07,0.125,0.148,0.728,0.467,0.227,0.357,0.121,0.06,0.479,0.252,0.268,0.412,0.325,0.263,0.215,0.431,0.569,0.082,-0.398,-0.298,-0.379,0.103,1
P33076,0.114,0.122,0.764,0.227,0.523,0.462,0.078,0.065,0.122,0.114,0.764,0.523,0.206,0.375,0.129,0.037,0.503,0.205,0.292,0.452,0.307,0.263,0.269,0.504,0.496,0.041,-0.579,-0.188,-0.458,0.316,1
Q5DT21,0.198,0.07,0.733,0.291,0.43,0.314,0.035,0.105,0.07,0.198,0.733,0.535,0.244,0.302,0.128,0.128,0.442,0.349,0.209,0.43,0.291,0.291,0.244,0.477,0.523,0.07,-0.442,-0.089,-0.034,-0.065,0
P62306,0.105,0.163,0.733,0.14,0.523,0.43,0.047,0.081,0.163,0.105,0.733,0.442,0.221,0.349,0.058,0.081,0.465,0.233,0.302,0.419,0.349,0.244,0.186,0.442,0.558,-0.008,-0.521,-0.255,-0.522,-0.1,1
P39019,0.214,0.09,0.697,0.172,0.497,0.428,0.034,0.069,0.09,0.214,0.697,0.434,0.276,0.338,0.09,0.028,0.524,0.214,0.262,0.434,0.31,0.207,0.255,0.497,0.503,0.459,-0.511,-0.553,-0.157,0.183,1
Q16661,0.08,0.071,0.848,0.304,0.527,0.482,0.062,0.045,0.071,0.08,0.848,0.58,0.161,0.339,0.125,0.08,0.5,0.25,0.25,0.509,0.277,0.241,0.304,0.536,0.464,-0.194,-0.78,-0.124,-0.472,0.256,0
Q6UX73,0.112,0.107,0.781,0.244,0.52,0.423,0.062,0.102,0.107,0.112,0.781,0.51,0.192,0.366,0.124,0.05,0.48,0.236,0.284,0.458,0.286,0.261,0.246,0.445,0.555,-0.169,-0.406,-0.204,-0.376,0.198,0
Q5JR12,0.139,0.113,0.749,0.204,0.523,0.469,0.087,0.063,0.113,0.139,0.749,0.497,0.248,0.36,0.121,0.04,0.438,0.232,0.331,0.444,0.287,0.275,0.281,0.56,0.44,0.249,-0.595,-0.173,-0.34,0.234,0
P48740,0.124,0.132,0.744,0.256,0.445,0.361,0.062,0.107,0.132,0.124,0.744,0.474,0.229,0.373,0.132,0.064,0.373,0.318,0.309,0.402,0.326,0.292,0.222,0.506,0.494,0.169,-0.356,-0.05,-0.409,-0.014,1
Q9NRS4,0.105,0.114,0.78,0.229,0.524,0.437,0.066,0.089,0.114,0.105,0.78,0.529,0.199,0.359,0.124,0.059,0.368,0.316,0.316,0.471,0.304,0.256,0.249,0.535,0.465,-0.077,-0.576,-0.091,-0.41,0.117,1
Q5W0Z9,0.115,0.088,0.797,0.26,0.488,0.351,0.041,0.167,0.088,0.115,0.797,0.534,0.205,0.31,0.148,0.055,0.364,0.381,0.255,0.468,0.255,0.274,0.23,0.479,0.521,-0.282,-0.242,-0.094,-0.292,-0.084,1
Q6NXR4,0.159,0.124,0.717,0.185,0.502,0.461,0.047,0.057,0.124,0.159,0.717,0.51,0.236,0.327,0.102,0.028,0.53,0.238,0.232,0.467,0.295,0.224,0.213,0.451,0.549,0.014,-0.521,-0.437,-0.374,0.205,0
Q66K41,0.164,0.043,0.794,0.225,0.55,0.505,0.135,0.038,0.043,0.164,0.794,0.55,0.318,0.313,0.147,0.038,0.491,0.171,0.339,0.424,0.308,0.346,0.329,0.588,0.412,0.19,-0.669,-0.077,-0.092,0.459,0
Q567V2,0.112,0.068,0.82,0.204,0.597,0.476,0.063,0.141,0.068,0.112,0.82,0.563,0.194,0.306,0.092,0.049,0.427,0.296,0.277,0.544,0.218,0.218,0.262,0.5,0.5,-0.409,-0.478,-0.231,-0.194,0.091,0
Q6NUK4,0.165,0.102,0.733,0.239,0.478,0.392,0.051,0.125,0.102,0.165,0.733,0.478,0.231,0.325,0.129,0.035,0.459,0.31,0.231,0.392,0.302,0.302,0.208,0.451,0.549,-0.053,-0.352,-0.454,-0.268,0.116,0
Q6ZMR3,0.136,0.114,0.75,0.199,0.503,0.446,0.036,0.057,0.114,0.136,0.75,0.488,0.22,0.355,0.136,0.039,0.404,0.295,0.301,0.464,0.304,0.241,0.229,0.491,0.509,-0.008,-0.675,-0.355,-0.485,0.098,0
Q3ZCT1,0.257,0.092,0.65,0.296,0.32,0.267,0.032,0.073,0.092,0.257,0.65,0.379,0.323,0.359,0.136,0.085,0.495,0.284,0.221,0.345,0.345,0.306,0.252,0.408,0.592,0.759,-0.274,-0.23,-0.047,-0.108,0
P62937,0.145,0.115,0.739,0.17,0.515,0.388,0.036,0.109,0.115,0.145,0.739,0.467,0.236,0.388,0.115,0.055,0.364,0.315,0.321,0.473,0.309,0.218,0.267,0.521,0.479,0.314,-0.632,-0.138,-0.375,-0.071,1
P35232,0.125,0.129,0.746,0.188,0.533,0.478,0.033,0.066,0.129,0.125,0.746,0.526,0.184,0.36,0.114,0.007,0.471,0.29,0.239,0.5,0.287,0.176,0.243,0.5,0.5,0.06,-0.682,-0.487,-0.589,0.264,1
Q15617,0.087,0.045,0.868,0.277,0.556,0.437,0.035,0.122,0.045,0.087,0.868,0.608,0.158,0.27,0.164,0.087,0.373,0.383,0.244,0.518,0.174,0.322,0.244,0.46,0.54,-0.83,-0.616,-0.154,-0.333,0.022,0
Q14952,0.125,0.102,0.773,0.26,0.484,0.385,0.072,0.105,0.102,0.125,0.773,0.477,0.227,0.395,0.178,0.043,0.372,0.273,0.355,0.408,0.27,0.345,0.273,0.543,0.457,0.152,-0.426,-0.014,-0.305,0.134,0
Q6PKH6,0.151,0.078,0.772,0.185,0.543,0.474,0.034,0.039,0.078,0.151,0.772,0.543,0.228,0.315,0.138,0.052,0.466,0.259,0.276,0.491,0.237,0.228,0.293,0.578,0.422,0.163,-0.782,-0.393,-0.308,0.179,0
Q9UPT9,0.175,0.105,0.72,0.257,0.423,0.335,0.04,0.097,0.105,0.175,0.72,0.469,0.255,0.339,0.133,0.072,0.438,0.295,0.267,0.41,0.297,0.286,0.238,0.467,0.533,0.251,-0.286,-0.121,-0.197,-0.007,1
Q9HC29,0.129,0.106,0.765,0.207,0.528,0.453,0.043,0.074,0.106,0.129,0.765,0.533,0.203,0.334,0.106,0.049,0.526,0.224,0.25,0.503,0.268,0.214,0.263,0.47,0.53,-0.057,-0.543,-0.241,-0.354,0.185,1
Q71UM5,0.226,0.071,0.702,0.286,0.405,0.345,0.06,0.06,0.071,0.226,0.702,0.488,0.298,0.321,0.143,0.095,0.476,0.298,0.226,0.393,0.31,0.298,0.238,0.488,0.512,0.33,-0.477,-0.32,-0.085,0.023,1
Q6N063,0.131,0.134,0.734,0.194,0.517,0.451,0.06,0.083,0.134,0.131,0.734,0.509,0.214,0.346,0.08,0.051,0.5,0.243,0.257,0.474,0.283,0.22,0.246,0.497,0.503,0.125,-0.518,-0.226,-0.398,0.136,0
P05109,0.204,0.161,0.634,0.151,0.441,0.366,0.011,0.097,0.161,0.204,0.634,0.441,0.258,0.301,0.075,0.032,0.516,0.28,0.204,0.419,0.366,0.204,0.161,0.376,0.624,0.133,-0.231,-0.435,-0.32,0.067,1
P06400,0.15,0.127,0.723,0.228,0.446,0.366,0.065,0.08,0.127,0.15,0.723,0.49,0.263,0.341,0.144,0.046,0.453,0.269,0.278,0.367,0.36,0.288,0.18,0.45,0.55,0.07,-0.277,-0.314,-0.428,0.147,1
P35610,0.127,0.084,0.789,0.2,0.547,0.389,0.047,0.185,0.084,0.127,0.789,0.567,0.216,0.253,0.111,0.042,0.396,0.375,0.229,0.491,0.242,0.258,0.185,0.427,0.573,-0.612,-0.136,-0.224,-0.189,0.006,1
Q6TDP4,0.139,0.1,0.762,0.226,0.506,0.449,0.065,0.065,0.1,0.139,0.762,0.502,0.234,0.346,0.143,0.045,0.445,0.241,0.313,0.439,0.248,0.301,0.291,0.575,0.425,0.235,-0.585,-0.165,-0.304,0.2,0
Q92499,0.158,0.128,0.714,0.196,0.48,0.404,0.042,0.08,0.128,0.158,0.714,0.459,0.238,0.368,0.1,0.045,0.434,0.28,0.286,0.439,0.339,0.223,0.226,0.489,0.511,0.267,-0.504,-0.277,-0.376,0.082,1
Q5TC79,0.149,0.123,0.728,0.256,0.431,0.372,0.064,0.058,0.123,0.149,0.728,0.437,0.252,0.408,0.159,0.046,0.427,0.26,0.312,0.366,0.318,0.308,0.245,0.511,0.489,0.485,-0.453,-0.246,-0.429,0.111,0
Q15035,0.151,0.073,0.776,0.208,0.532,0.422,0.041,0.151,0.073,0.151,0.776,0.565,0.227,0.246,0.097,0.032,0.465,0.354,0.181,0.503,0.238,0.243,0.178,0.397,0.603,-0.566,-0.241,-0.391,-0.165,0.055,0
Q5VV63,0.111,0.085,0.804,0.298,0.436,0.363,0.047,0.104,0.085,0.111,0.804,0.474,0.228,0.358,0.15,0.077,0.341,0.327,0.332,0.437,0.292,0.282,0.295,0.564,0.436,0.265,-0.47,0.071,-0.376,-0.112,0
P01562,0.127,0.138,0.735,0.254,0.45,0.349,0.037,0.079,0.138,0.127,0.735,0.513,0.196,0.354,0.143,0.079,0.508,0.249,0.243,0.407,0.307,0.259,0.217,0.439,0.561,0.031,-0.305,-0.233,-0.458,0.118,1
Q6NUJ1,0.121,0.094,0.785,0.246,0.512,0.443,0.065,0.05,0.094,0.121,0.785,0.562,0.213,0.322,0.115,0.094,0.484,0.257,0.259,0.48,0.292,0.25,0.296,0.541,0.459,0.054,-0.669,-0.066,-0.313,0.143,0
Q9P2Y5,0.155,0.114,0.731,0.235,0.448,0.399,0.05,0.07,0.114,0.155,0.731,0.442,0.253,0.366,0.126,0.029,0.474,0.236,0.29,0.409,0.339,0.245,0.236,0.471,0.529,0.302,-0.416,-0.325,-0.449,0.156,1
Q6P3S6,0.123,0.093,0.784,0.245,0.505,0.434,0.102,0.073,0.093,0.123,0.784,0.473,0.258,0.382,0.156,0.045,0.391,0.223,0.386,0.395,0.312,0.343,0.293,0.57,0.43,0.241,-0.503,-0.011,-0.292,0.234,0
P57678,0.125,0.12,0.755,0.223,0.511,0.421,0.05,0.086,0.12,0.125,0.755,0.557,0.196,0.334,0.127,0.05,0.503,0.276,0.221,0.47,0.291,0.242,0.214,0.445,0.555,-0.223,-0.444,-0.3,-0.392,0.181,1
Q49SQ1,0.111,0.048,0.841,0.273,0.526,0.384,0.027,0.141,0.048,0.111,0.841,0.595,0.18,0.309,0.192,0.045,0.393,0.381,0.225,0.483,0.201,0.306,0.204,0.435,0.565,-0.651,-0.413,-0.338,-0.294,0.045,0
Q9C029,0.155,0.131,0.714,0.2,0.493,0.429,0.059,0.065,0.131,0.155,0.714,0.501,0.235,0.356,0.108,0.045,0.524,0.229,0.247,0.46,0.309,0.205,0.27,0.497,0.503,0.319,-0.523,-0.306,-0.392,0.177,1
Q6PK18,0.166,0.129,0.705,0.197,0.48,0.398,0.034,0.103,0.129,0.166,0.705,0.455,0.229,0.376,0.135,0.022,0.439,0.276,0.285,0.448,0.248,0.241,0.276,0.511,0.489,0.414,-0.443,-0.301,-0.34,0.088,0
Q3LI77,0.1,0.012,0.888,0.519,0.344,0.269,0.056,0.169,0.012,0.1,0.888,0.412,0.181,0.406,0.25,0.131,0.25,0.356,0.394,0.406,0.156,0.412,0.456,0.594,0.406,0.352,-0.411,0.429,-0.282,-0.267,0
Q5QJ74,0.134,0.146,0.719,0.212,0.458,0.389,0.061,0.075,0.146,0.134,0.719,0.474,0.245,0.351,0.13,0.042,0.45,0.248,0.302,0.396,0.347,0.269,0.193,0.472,0.528,0.094,-0.32,-0.224,-0.493,0.141,0
Q9NRG9,0.114,0.081,0.806,0.227,0.553,0.469,0.097,0.086,0.081,0.114,0.806,0.56,0.236,0.353,0.159,0.035,0.381,0.284,0.335,0.476,0.26,0.306,0.277,0.564,0.436,-0.11,-0.579,-0.082,-0.255,0.211,1
Q16637,0.119,0.112,0.769,0.235,0.476,0.412,0.133,0.071,0.112,0.119,0.769,0.456,0.31,0.378,0.143,0.048,0.344,0.214,0.442,0.35,0.415,0.337,0.276,0.595,0.405,0.399,-0.381,0.162,-0.362,0.229,1
Q06124,0.172,0.142,0.686,0.231,0.41,0.342,0.042,0.083,0.142,0.172,0.686,0.42,0.26,0.388,0.123,0.04,0.442,0.285,0.273,0.361,0.358,0.261,0.184,0.467,0.533,0.454,-0.303,-0.376,-0.407,0.023,1
Q3T8J9,0.139,0.173,0.688,0.223,0.433,0.375,0.086,0.043,0.173,0.139,0.688,0.457,0.257,0.424,0.148,0.039,0.48,0.207,0.313,0.34,0.412,0.288,0.219,0.508,0.492,0.528,-0.421,-0.193,-0.561,0.255,0
P32881,0.127,0.138,0.735,0.27,0.444,0.344,0.021,0.106,0.138,0.127,0.735,0.487,0.169,0.365,0.143,0.053,0.508,0.27,0.222,0.413,0.307,0.249,0.201,0.392,0.608,-0.098,-0.254,-0.345,-0.527,0.157,1
O00327,0.144,0.125,0.732,0.241,0.454,0.383,0.069,0.064,0.125,0.144,0.732,0.457,0.249,0.398,0.166,0.053,0.387,0.249,0.364,0.377,0.319,0.316,0.26,0.545,0.455,0.392,-0.484,-0.106,-0.409,0.164,1
P60866,0.218,0.118,0.664,0.193,0.454,0.403,0.059,0.025,0.118,0.218,0.664,0.521,0.294,0.345,0.16,0.042,0.445,0.328,0.227,0.387,0.319,0.269,0.176,0.479,0.521,0.298,-0.578,-0.675,-0.292,0.163,1
